"Marché_National_Produit";"Catégorie_Produit";"Type_Produit";"Code_Référence";"Date_Dernière_Mise_A_Jour_Du_Dossier";"Nom_Marque_Produit";"Nom_Sous-type_Marque_Produit";"Filtre_Produit";"Unités_Conditionnement_Produit";"Type_Conditionnement_Produit";"Type_Numéro_Produit";"Numéro_Produit";"Date_Notification";"Date_Lancement_Produit";"Longueur_Produit";"Diamètre_Produit";"Poids_Produit";"Poids_Tabac_Produit";"Longueur_Filtre_Produit";"Ventilation_Filtre_Cigarette";"Baisse_Pression_Filtre_Cigarette_Fermé";"Baisse_Pression_Filtre_Cigarette_Ouvert";"Émission_Goudron";"Émission_Nicotine";"Émission_CO"
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [F57817F5EA7200FE]";"09/04/2021 11:45:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55841";8/3/2021 12:51:03;13/8/2020 00:00:00;83.00;7.80;782.00;520.00;27.00;36.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [F65146DC5C22EA01]";"09/04/2021 11:45:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55284";8/3/2021 12:51:03;12/2/2021 00:00:00;83.00;7.80;782.00;520.00;27.00;36.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [F7C6D855FCE7E362]";"09/04/2021 11:45:00";"News Bleu";"News Bleu";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55282";8/3/2021 12:51:03;9/5/2020 00:00:00;83.00;7.80;782.00;520.00;27.00;36.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [F8D9383C6173676D]";"10/06/2022 10:50:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"055284";30/7/2018 13:03:01;30/11/2021 00:00:00;83.00;7.80;776.94;518.72;27.00;35.00;120.00;88.78;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [F8F21722A42CDF9D]";"09/04/2021 11:45:00";"News Bleu";"News Bleu";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55378";8/3/2021 12:51:03;21/4/2020 00:00:00;83.00;7.80;782.00;520.00;27.00;36.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FA291EE7E43272ED]";"10/06/2022 10:50:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"055284";30/7/2018 13:03:01;17/2/2021 00:00:00;83.00;7.80;776.94;518.72;27.00;35.00;120.00;88.78;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FAAA710B937E2000]";"09/04/2021 11:45:00";"News Bleu";"News Bleu";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55282";8/3/2021 12:51:03;12/2/2021 00:00:00;83.00;7.80;782.00;520.00;27.00;36.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FBB24C67929D3690]";"19/02/2021 16:18:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"67006";24/5/2019 10:05:08;10/10/2020 00:00:00;83.00;7.80;795.00;518.00;27.00;32.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FBC78189B3195297]";"09/09/2021 13:18:00";"News Bleu";"News Bleu";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"49377";7/12/2016 09:56:42;21/9/2016 00:00:00;83.00;7.80;821.00;544.00;27.00;38.00;107.00;74.00;8.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FC4479CA891EC805]";"28/07/2021 14:58:00";"News Bleu";"News Bleu";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55282";2/9/2019 17:04:43;6/12/2019 00:00:00;83.00;7.80;785.00;520.00;27.00;32.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FC764F48A7292EB9]";"19/02/2021 16:18:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55381";24/5/2019 10:05:08;12/2/2021 00:00:00;83.00;7.80;795.00;518.00;27.00;32.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FDF2135FFAE5D636]";"10/06/2022 10:50:00";"News Bleu";"News Bleu";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"055284";30/7/2018 13:03:01;30/4/2021 00:00:00;83.00;7.80;776.94;518.72;27.00;35.00;120.00;88.78;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLEU [FE35804C9C29C557]";"19/02/2021 16:18:00";"News Bleu";"News Bleu";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55282";24/5/2019 10:05:08;9/5/2020 00:00:00;83.00;7.80;795.00;518.00;27.00;32.00;120.00;89.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS BLUE [6E18077A4EC2A94C]";"28/07/2021 15:28:00";"News Blue";"News Blue";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"67285";19/6/2019 15:50:28;29/6/2020 00:00:00;83.00;7.80;814.00;0.00;27.00;37.00;133.00;94.00;7.00;0.60;9.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES [2B4F2CFFF46095BD]";"07/02/2022 19:01:00";"News Cigarettes";"News Cigarettes";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";21/12/2021 15:37:29;21/12/2021 00:00:00;83.00;7.80;837.00;571.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES [6844E831C819401A]";"07/02/2022 19:01:00";"News Cigarettes";"News Cigarettes";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"71736";21/12/2021 15:37:29;21/12/2021 00:00:00;83.00;7.80;837.00;571.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES [C386214C820AC055]";"07/02/2022 19:01:00";"News Cigarettes";"News Cigarettes";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";21/12/2021 15:37:29;21/12/2021 00:00:00;83.00;7.80;837.00;571.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES [D2398CDFE7B29E6F]";"07/02/2022 19:01:00";"News Cigarettes";"News Cigarettes";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"71736";21/12/2021 15:37:29;21/12/2021 00:00:00;83.00;7.80;837.00;571.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL [1BE7480662108DC2]";"24/09/2021 11:25:00";"News Cigarettes";"News Cool";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";19/8/2020 12:44:54;29/9/2020 00:00:00;83.00;7.80;836.00;573.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL [6547B3D5F31D9EC1]";"24/09/2021 11:25:00";"News Cigarettes";"News Cool";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";19/8/2020 12:44:54;12/2/2021 00:00:00;83.00;7.80;836.00;573.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL [992A83688B1D88C0]";"24/09/2021 11:25:00";"News Cigarettes";"News Cool";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";19/8/2020 12:44:54;12/2/2021 00:00:00;83.00;7.80;836.00;573.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL [A60721AB03B10F5E]";"24/09/2021 11:25:00";"News Cigarettes";"News Cool";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";19/8/2020 12:44:54;17/12/2020 00:00:00;83.00;7.80;836.00;573.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL [AEDCD3862B61F655]";"24/09/2021 11:25:00";"News Cigarettes";"News Cool";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"71736";19/8/2020 12:44:54;11/6/2021 00:00:00;83.00;7.80;836.00;573.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL [EA9A88C8C9CB6510]";"24/09/2021 11:25:00";"News Cigarettes";"News Cool";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69089";19/8/2020 12:44:54;1/10/2020 00:00:00;83.00;7.80;836.00;573.00;27.00;21.00;130.00;100.00;9.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL 100S [70195DAA1F408CFF]";"26/04/2022 16:06:00";"News Cigarettes";"News Cool 100s";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69425";6/11/2020 14:17:56;12/2/2021 00:00:00;99.00;7.80;1020.00;743.00;27.00;52.00;135.00;100.00;7.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL 100S [AD61B93E46B4962F]";"26/04/2022 16:06:00";"News Cigarettes";"News Cool 100s";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69425";6/11/2020 14:17:56;6/11/2020 00:00:00;99.00;7.80;1020.00;743.00;27.00;52.00;135.00;100.00;7.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL 100S [C7BEC996BA42ADD3]";"26/04/2022 16:06:00";"News Cigarettes";"News Cool 100s";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69425";6/11/2020 14:17:56;19/8/2021 00:00:00;99.00;7.80;1020.00;743.00;27.00;52.00;135.00;100.00;7.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS COOL 100S [D8CBAACE191A8704]";"26/04/2022 16:06:00";"News Cigarettes";"News Cool 100s";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"69425";6/11/2020 14:17:56;19/8/2021 00:00:00;99.00;7.80;1020.00;743.00;27.00;52.00;135.00;100.00;7.00;0.60;6.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS LIP  KS BORE AB [05158A3FDDA731DF]";"07/02/2022 15:06:00";"News Cigarettes";"News LIP  KS Bore AB";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"67946";5/2/2020 10:36:24;12/2/2021 00:00:00;83.00;7.80;859.00;517.00;27.00;28.00;125.00;66.00;7.00;0.50;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS LIP KS BORE AB [8975B4A3B38F41EE]";"07/02/2022 15:06:00";"News Cigarettes";"News LIP KS Bore AB";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"67648";5/2/2020 10:36:24;11/6/2021 00:00:00;83.00;7.80;859.00;517.00;27.00;28.00;125.00;66.00;7.00;0.50;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS LIP KS BORE AB [AF4F838BBF3F82CB]";"07/02/2022 15:06:00";"News Cigarettes";"News LIP KS Bore AB";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"67946";5/2/2020 10:36:24;11/6/2021 00:00:00;83.00;7.80;859.00;517.00;27.00;28.00;125.00;66.00;7.00;0.50;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS LIPKS BORE AB [45237E5D03F5971C]";"07/02/2022 15:06:00";"News Cigarettes";"News LIPKS Bore AB";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"67648";5/2/2020 10:36:24;12/2/2021 00:00:00;83.00;7.80;859.00;517.00;27.00;28.00;125.00;66.00;7.00;0.50;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [000743DAB8808149]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55840";6/9/2019 11:13:47;18/8/2021 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [008E2933F5AF8878]";"24/08/2021 12:05:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";18/11/2019 16:33:13;8/10/2020 00:00:00;83.00;7.80;804.00;568.00;21.00;33.00;117.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [00DFF880954F503D]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55840";6/9/2019 11:13:47;22/2/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [03BF068283C6C24E]";"24/08/2021 12:05:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";18/11/2019 16:33:13;5/2/2021 00:00:00;83.00;7.80;804.00;568.00;21.00;33.00;117.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [03E14BFA2AAE49EC]";"24/08/2021 12:05:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";18/11/2019 16:33:13;24/10/2020 00:00:00;83.00;7.80;804.00;568.00;21.00;33.00;117.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [05C4D14C07B6FC59]";"01/07/2020 14:50:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";27/1/2020 11:54:27;3/4/2020 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [05CF532E1D38C4D2]";"24/08/2021 12:05:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";18/11/2019 16:33:13;9/11/2020 00:00:00;83.00;7.80;804.00;568.00;21.00;33.00;117.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [06F542E01ACF5F79]";"20/08/2020 14:58:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55840";23/4/2019 11:51:01;22/2/2020 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [0808048832D69ECF]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";6/9/2019 11:13:47;30/8/2019 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [0CEF9A6CA3F9F2ED]";"24/08/2021 12:05:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";18/11/2019 16:33:13;24/6/2020 00:00:00;83.00;7.80;804.00;568.00;21.00;33.00;117.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [0E502E33E37EE75B]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";6/9/2019 11:13:47;9/11/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [10408DF9B1A8717F]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";6/9/2019 11:13:47;9/11/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [10FA276054D231DD]";"20/08/2020 14:58:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";23/4/2019 11:51:01;22/5/2020 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [15BB9F414F387338]";"24/08/2021 12:05:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"54587";18/11/2019 16:33:13;28/10/2020 00:00:00;83.00;7.80;804.00;568.00;21.00;33.00;117.00;86.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [172F44BFF11913A5]";"01/07/2020 14:50:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";27/1/2020 11:54:27;2/12/2019 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [181260E977702A19]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";6/9/2019 11:13:47;24/6/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [1C8B582786790438]";"20/07/2020 13:23:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55840";10/10/2019 15:07:31;22/2/2020 00:00:00;83.00;7.80;809.00;578.00;21.00;22.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [1E6E3EFA854FB477]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";6/9/2019 11:13:47;3/9/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [22AD07F550960B2F]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";6/9/2019 11:13:47;9/11/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [2563CDC2F804D651]";"03/04/2019 14:48:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"EAN";"30024854";3/4/2019 14:48:13;2/7/2018 00:00:00;83.00;7.80;814.00;573.00;21.00;30.00;64.00;52.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [25D61C47D505B228]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";6/9/2019 11:13:47;1/2/2021 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [2772149F5DCD3D95]";"24/08/2021 16:01:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";22/7/2019 16:26:39;9/11/2020 00:00:00;83.00;7.80;798.00;577.00;21.00;24.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [27C223A860BB3E55]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55371";6/9/2019 11:13:47;22/5/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [28023041BD2D7FB5]";"20/08/2020 14:58:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";23/4/2019 11:51:01;23/1/2020 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [299EBCFDC6A55024]";"24/08/2021 16:01:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";22/7/2019 16:26:39;27/1/2021 00:00:00;83.00;7.80;798.00;577.00;21.00;24.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [2AC2DE02C191F499]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";6/9/2019 11:13:47;2/12/2019 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [2D8B127F93B30F74]";"30/04/2020 14:25:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55840";29/10/2019 14:40:24;22/2/2020 00:00:00;83.00;7.80;817.00;576.00;21.00;21.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [2E5B7AD5037E2459]";"01/07/2020 14:50:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";27/1/2020 11:54:27;24/6/2020 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [303EFE2449EC4AA8]";"24/08/2021 16:01:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55840";22/7/2019 16:26:39;9/6/2021 00:00:00;83.00;7.80;798.00;577.00;21.00;24.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [311E22C5A0CC15F7]";"24/08/2021 16:01:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";22/7/2019 16:26:39;21/4/2020 00:00:00;83.00;7.80;798.00;577.00;21.00;24.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [31792CBEFE7B6E3B]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";6/9/2019 11:13:47;22/9/2020 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [317E3B5751362202]";"24/08/2021 16:01:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";22/7/2019 16:26:39;8/1/2021 00:00:00;83.00;7.80;798.00;577.00;21.00;24.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [3512456490F6B3AF]";"30/04/2020 14:25:00";"News Cigarettes";"News Red KS";"filtre";20.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55371";29/10/2019 14:40:24;17/9/2019 00:00:00;83.00;7.80;817.00;576.00;21.00;21.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [35D1EA2F1196F33E]";"01/07/2020 14:50:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";27/1/2020 11:54:27;23/1/2020 00:00:00;83.00;7.80;823.00;579.00;21.00;23.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [3A01CEF35F044F3B]";"24/08/2021 16:01:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"62984";22/7/2019 16:26:39;12/2/2021 00:00:00;83.00;7.80;798.00;577.00;21.00;24.00;101.00;75.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [3AC6405492E952BC]";"30/04/2020 14:25:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";29/10/2019 14:40:24;30/8/2019 00:00:00;83.00;7.80;817.00;576.00;21.00;21.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [3C00AEFDE84F38E1]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";25.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55376";6/9/2019 11:13:47;15/6/2021 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
"FR";"Produit du tabac";"Cigarette";"NEWS CIGARETTES NEWS RED KS [3D89E1DBBD9B66BC]";"26/04/2022 16:21:00";"News Cigarettes";"News Red KS";"filtre";30.00;"Boîte à couvercle supérieur rabattable, bord droit";"SKU";"55375";6/9/2019 11:13:47;25/6/2021 00:00:00;83.00;7.80;813.00;577.00;21.00;27.00;120.00;94.00;10.00;0.80;10.00
